"x"
"於今"
"余"
"漁翁"
"漁舟"
"羽書"
"玉樓"
"欲取"
"御"
"元結"
"垣"
"原上"
"員外"
"猿聲"
"猿啼"
"遠道"
"掾"
"願"
"月色"
"月照"
"雲鬢"
"雲端"
"雲峰"
"雲髻"
"雲霞"
"雲霄"
"雲雨"
"載"
"遭"
"造化"
"贈別"
"齋"
"宅"
"展眉"
"戰場"
"章"
"趙"
"遮"
"折"
"折枝"
"謫居"
"真"
"砧聲"
"鍼"
"枕"
"爭戰"
"崢嶸"
"蒸韻"
"正是"
"正直"
"之日"
"只是"
"知"
"直上"
"擲"
"中丞"
"終日"
"鐘"
"鐘聲"
"重生"
"舟楫"
"洲"
"朱樓"
"燭"
"著"
"箸"
"駐"
"妝成"
"墜"
"斫"
"子孫"
"紫"
"自從"
"自古"
"自覺"
"自憐"
"自足"
"字"
"蹤"
"總"
"足"
"阻"
"祖詠"
"醉歌"
"醉臥"
"昨"
"昨日"
"昨者"
"左省"
